"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"KEN",8,2004,38.61862113706924103,2190.124297842216548
"KEN",9,2004,0.53849856480255129,196.35913893297387
"KEN",10,2004,20.52565574603549493,7681.278534477535295
"KEN",11,2004,134.1661232738810468,37329.829714401510036
"KEN",12,2004,548.66664064488357502,314524.12783549870742
"KEN",13,2004,61.53454913856998483,26786.249976574528312
"KEN",14,2004,2475.15147101540060755,574153.871134471978949
"KEN",15,2004,4.61571850264300929,1869.77375564450584
"KEN",16,2004,6.6924546690165209,2799.93632572191897
"KEN",17,2004,72.6999387860259781,18010.8121836118181
"KEN",18,2004,24.38109736083706572,5132.647318851081032
"KEN",19,2004,1012.16773731474848580,353482.88695239644280
"KEN",20,2004,196.55767854652884464,91685.434485740965147
"KEN",21,2004,569.39766050283758572,155920.023710431013862
"KEN",22,2004,32.99499425954107380,9696.877813764304717
"KEN",23,2004,36.67767615530104067,11583.40454975960528
"KEN",25,2004,0.5379366096892633,165.9803372853107
"KEN",26,2004,33.69604642567614000,13611.540630642008848
"KEN",27,2004,20.46106355873284897,4038.03439702249111
"KEN",28,2004,28.78098337081028349,10571.31887972986983
"KEN",29,2004,60.84779114244407134,30066.074958745844826
"KEN",30,2004,6.46074428060567265,2573.75506436421743
"KEN",31,2004,2851.21069533107210198,1543789.279120958083256
"KEN",32,2004,400.73617179595042019,236078.653398331297394
"KEN",33,2004,3620.12641491378466671,1893637.460100663155248
"KEN",34,2004,93.62038878933465791,57673.23094484862621
"KEN",35,2004,133.24429037703076583,69451.203140568082695
"KEN",36,2004,27.38701329896181480,13484.30437723023377
"KEN",37,2004,15.69049172977037265,6461.17289169878478
"KEN",38,2004,55.85226217663882936,12342.11638610554215
"KEN",39,2004,2.9179829042483181,861.3317702349787
"KEN",40,2004,262.16232514467293638,76757.627365912444635
"KEN",41,2004,11.38580738901609896,3448.780062201011934
"KEN",42,2004,219.75863399310851912,134952.814635193516808
"KEN",43,2004,1.3836134544458010,270.990544656811833
"KEN",44,2004,576.13775516744437687,339355.25059207366396
"KEN",45,2004,4.61589461330093755,2052.247521275941755
"KEN",47,2004,829.91983912288138119,352622.95370731207569
"KEN",1,2005,537.59039133037987778,293989.671905564575635
"KEN",2,2005,368.79296945492194020,213000.690655910465655
"KEN",3,2005,85.69561706610081227,34390.30063170987333
"KEN",4,2005,86.31530835742962616,21970.14738255088686
"KEN",5,2005,439.32566753941558751,221289.872314079291322
"KEN",6,2005,356.09484189280253087,91564.219893373757839
"KEN",7,2005,31.0691870057717564,6750.811406249036268
"KEN",8,2005,211.09278793651184769,15375.637831256408874
"KEN",10,2005,158.84455885688593823,51147.246277494444022
"KEN",11,2005,164.86147739858313777,54266.09433300069252
"KEN",12,2005,386.19068227149601338,193861.92350567449332
"KEN",13,2005,67.91978892820076651,31303.210780484881415
"KEN",14,2005,736.66605048519465634,174424.24621658750156
"KEN",15,2005,8.69293043424462182,3485.024053461097525
"KEN",16,2005,20.15408376840525574,9082.70761535430453
"KEN",17,2005,231.63976639858207708,80971.787463566383294
"KEN",18,2005,128.22494534569607621,26560.543707994923735
"KEN",19,2005,433.73034132629228853,168518.528285982482319
"KEN",20,2005,220.33118535985135335,111918.059102141472085
"KEN",21,2005,781.85060011754481000,208747.898704912019346
"KEN",22,2005,72.98811011139351741,21927.054257279022424
"KEN",23,2005,409.71594599276194996,95239.613757980834914
"KEN",25,2005,0.30738657954779736,88.17189148517534
"KEN",26,2005,39.00426455286068861,17525.431346573556590
"KEN",27,2005,36.53673400183573527,8944.09627620892714
"KEN",28,2005,4.2978384004467772,1555.29560558265982
"KEN",29,2005,32.69289844312324163,13587.94146594039146
"KEN",30,2005,9.46033816547295337,3739.289567510186909
"KEN",31,2005,1227.32837400664481749,650180.992179858424788
"KEN",32,2005,653.5324502894928704,382583.96746841286076
"KEN",33,2005,2567.13235816346114787,1290758.611378590764716
"KEN",34,2005,82.31181477495700666,44903.69773979524002
"KEN",35,2005,129.24383471464199786,62612.520388332353386
"KEN",36,2005,59.31353560230279450,27368.321391937493917
"KEN",37,2005,2.6917891532162479,946.61774986525280
"KEN",38,2005,236.33351795480963978,49515.469291345824804
"KEN",39,2005,4.53131674992391014,1100.856936831107622
"KEN",40,2005,429.96679521645580610,149119.815201751118722
"KEN",41,2005,41.61970753782486449,8813.248603856022123
"KEN",42,2005,248.52608303357886678,160452.107438765386170
"KEN",43,2005,3.9966285333589004,842.44157652415973
"KEN",44,2005,613.21486424387466353,344535.41724449179535
"KEN",45,2005,9.15485491131041289,4437.26372626464517
"KEN",47,2005,376.44823855646311268,152251.74233578561893
"KEN",1,2006,401.42141536642517682,207718.58646979178938
"KEN",2,2006,711.65860308038859097,431305.091830808177046
"KEN",3,2006,203.54493287035901049,100802.756235547909040
"KEN",4,2006,123.08728342477026476,29183.17780063869025
"KEN",5,2006,807.03983017964799304,459385.45390996632443
"KEN",6,2006,26.61666353242507319,6537.242652317855936
"KEN",7,2006,37.99005753454508676,9239.26163507714482
"KEN",8,2006,43.84927740906348532,9302.491911533340645
"KEN",10,2006,20.83682722191399413,6928.28622749772706
"KEN",11,2006,160.70733470267077021,55765.559419565645686
"KEN",12,2006,843.08327353219600210,468962.48403788545680
"KEN",13,2006,104.30403755470997351,50420.614834504432642
"KEN",14,2006,1677.82027130234607643,455887.272495969366844
"KEN",15,2006,1.69241639788565750,598.790092670536774
"KEN",16,2006,32.23115375616560060,17016.121038282324168
"KEN",17,2006,123.1666568480298431,48070.16157875108534
"KEN",18,2006,99.14665070951140175,20636.64657673460950
"KEN",19,2006,1012.01232660374094179,407478.367508360658560
"KEN",20,2006,1155.04498021640926243,599564.75517520648779
"KEN",21,2006,1236.70966606911307196,363449.280643692933558
"KEN",22,2006,18.4588221747027595,5739.4844851296034
"KEN",23,2006,29.75385001390585102,7453.64621217169978
"KEN",25,2006,0.5379411142555067,158.99286689505993
"KEN",26,2006,3.69271080212074746,1440.646434664804533
"KEN",27,2006,38.99836207129253717,9836.647298061452538
"KEN",28,2006,114.974957071767776,40402.35624872687954
"KEN",29,2006,27.61575375150771098,11758.75127429780381
"KEN",30,2006,9.99869562787346630,4805.54276635979558
"KEN",31,2006,3432.20219202806057426,2001757.603657224480216
"KEN",32,2006,598.83445858570951092,352369.1266789691333
"KEN",33,2006,4915.01345187485726630,2526516.472325340730480
"KEN",34,2006,77.69685887111658944,51158.29876402389495
"KEN",35,2006,232.25288679379391845,125016.820894004707833
"KEN",36,2006,13.23199453983841199,5790.836587147625924
"KEN",37,2006,17.84414075286478737,6538.193753710454057
"KEN",38,2006,47.15900038452257751,11157.05787228077925
"KEN",39,2006,3.07202688247979050,595.70120321961741
"KEN",40,2006,1148.43955244537931285,363209.367396161579974
"KEN",41,2006,2.23099894793640168,530.405149939688085
"KEN",42,2006,165.76315543640384453,84195.778470825393442
"KEN",43,2006,10.37823854674350259,1922.793431316347006
"KEN",44,2006,468.11984687457748807,253353.724093034866895
"KEN",45,2006,22.4640050611311925,11597.28505564457264
"KEN",47,2006,435.74122396664555120,188421.016846087443897
"KEN",1,2007,404.88639983734993991,217148.19274995799004
"KEN",2,2007,999.66222807469235153,604384.33347335735545
"KEN",3,2007,748.76746489440148076,457241.23428250322062
"KEN",4,2007,172.62913859352435697,41396.69034602160555
"KEN",5,2007,2539.44606535982357652,1389217.46636940963973
"KEN",6,2007,316.47826469143045747,88778.05214282291691
"KEN",7,2007,58.8279335088110658,14134.51160850727954
"KEN",8,2007,51.38793923309311328,11749.391389522892544
"KEN",9,2007,0.3077135839805773,67.19592221444873
"KEN",10,2007,49.66611788406310318,18154.368533486173841
"KEN",11,2007,302.33673065847535768,108705.706728065814066
"KEN",12,2007,876.54455219945571177,516617.02165811123488
"KEN",13,2007,401.13634710192477553,205948.37232737727632
"KEN",14,2007,603.66378167987259389,151688.508814527565987
"KEN",15,2007,92.70018301267778595,59259.367470986664333
"KEN",16,2007,102.4624821677560724,50515.90036517470445
"KEN",17,2007,114.31981794244360404,41230.879613029329655
"KEN",18,2007,115.3777643273921963,26046.643540093182668
"KEN",19,2007,868.19036864671614744,371017.934633822209749
"KEN",20,2007,462.97317848386383054,248928.446527081843341
"KEN",21,2007,877.70000516248391523,252069.965679866109099
"KEN",22,2007,223.82710874666254909,79688.909320275289347
"KEN",23,2007,230.83975423714433583,91675.122668852504728
"KEN",25,2007,0.15369291592475046,46.336219074265976
"KEN",26,2007,199.63757131915300871,99890.575133067526369
"KEN",27,2007,132.3755835987315390,36937.23604795857470
"KEN",28,2007,44.43784548033389938,16515.08966241476188
"KEN",29,2007,311.15815088599403374,155803.503268706975610
"KEN",30,2007,24.91991857673570312,12620.553624330052836
"KEN",31,2007,1637.21311811052019963,904291.383162776854115
"KEN",32,2007,856.63029155734646195,534403.891008705132078
"KEN",33,2007,6006.84987181808116313,2884594.779381968107057
"KEN",34,2007,295.553315193878878,186072.9942514623635
"KEN",35,2007,599.44201435542727221,339983.16285035854398
"KEN",36,2007,309.79804860305730655,169626.088496879799565
"KEN",37,2007,61.06893345005819607,26339.35706585313231
"KEN",38,2007,385.27334011573154846,101278.792626946758702
"KEN",39,2007,15.51393089020738747,4904.265513610166046
"KEN",40,2007,320.44010466703524108,102277.384663085908129
"KEN",41,2007,51.23587648594222727,17264.74003418683555
"KEN",42,2007,900.56543339281139294,572994.105291487023337
"KEN",43,2007,11.60712214886813266,2438.84923147358405
"KEN",44,2007,1033.02501663972715674,598357.03601545508012
"KEN",45,2007,52.15961424783716686,21554.09586462483468
"KEN",47,2007,2239.76994700046266671,1134782.655999349789742
"KEN",1,2008,672.75505915530768965,348908.024142897765704
"KEN",2,2008,781.74141905580089841,477202.095175514757325
"KEN",3,2008,385.00916943662253467,207240.120178503433051
"KEN",4,2008,70.92876340124637168,18481.372229778252510
"KEN",5,2008,1522.72120871516755044,830999.571138209308623
"KEN",6,2008,35.15578400978535843,10035.93541342679167
"KEN",7,2008,62.37144788440774844,14227.583505460876715
"KEN",8,2008,57.23493869095843660,10825.181972260835200
"KEN",9,2008,0.3077189649795532,78.59828400771934
"KEN",10,2008,22.67896703689779000,8366.535591664815047
"KEN",11,2008,129.78144347672776835,49579.092181942647886
"KEN",12,2008,647.60052156121844112,360309.537772356502955
"KEN",13,2008,29.69030409320889278,14581.033783076995599
"KEN",14,2008,1523.47406326755841124,381079.027914945321597
"KEN",15,2008,25.46375744845401091,17272.838902895219512
"KEN",16,2008,21.69273561779768306,10322.06851160053532
"KEN",17,2008,61.08349443303772777,19325.274274957503734
"KEN",18,2008,119.2909733825547502,25474.062651832490734
"KEN",19,2008,2127.57705174203375434,878263.699395331286775
"KEN",20,2008,572.05353522134876238,239627.717891356707542
"KEN",21,2008,1178.08500551425877744,353126.029995675749625
"KEN",22,2008,22.15068708735982432,7409.1551913589139
"KEN",23,2008,40.51301523197544060,11818.967640683316898
"KEN",25,2008,0.30743075287231445,90.937864253887867
"KEN",26,2008,62.31461826013485444,31967.007839684010298
"KEN",27,2008,41.38362231385659136,10336.703743806071486
"KEN",28,2008,131.616804770060394,50548.0409640644665
"KEN",29,2008,17.07749537182013477,8952.22745086505109
"KEN",30,2008,4.76862889732089637,2069.50901461173315
"KEN",31,2008,1278.40846975752611339,695357.098093691452876
"KEN",32,2008,374.34789735055745720,216887.77175081191201
"KEN",33,2008,3067.98644368207045461,1494097.792495021693103
"KEN",34,2008,137.16129621944625663,85599.8936101200551
"KEN",35,2008,278.71837829022526060,145855.209637828050540
"KEN",36,2008,58.00555908821593064,31021.063566610671134
"KEN",37,2008,10.15276727776455442,3949.72807140871403
"KEN",38,2008,184.943616669425566,68484.0014437024984
"KEN",39,2008,31.79706516345825562,10566.816079806554750
"KEN",40,2008,799.71579688345609207,234700.801786996012831
"KEN",41,2008,16.30934595451325679,5036.702152616670978
"KEN",42,2008,355.13392323358529050,222907.191925217593839
"KEN",43,2008,24.75534189837642808,4500.34138449111868
"KEN",44,2008,799.16072687418797646,469473.363289444743126
"KEN",45,2008,13.84769221439227732,6133.66807765388258
"KEN",47,2008,1426.93470717875798729,660907.439427993469447
"KEN",1,2009,647.36903076194107124,350778.216877110093623
"KEN",2,2009,306.01623052581665888,190218.48963997931193
"KEN",3,2009,85.30883406075181677,40113.04777115380614
"KEN",4,2009,135.32040125725948981,30868.790693794305896
"KEN",5,2009,476.32357538902385091,247180.808292329360596
"KEN",6,2009,175.93134121412392110,45402.345499083967833
"KEN",7,2009,100.20642508843571945,22885.852475907344297
"KEN",8,2009,97.23729516553101879,12690.670448914457755
"KEN",10,2009,97.64317400316721706,34605.65911491434145
"KEN",11,2009,149.39937010997363048,73800.429915317213126
"KEN",12,2009,662.67932637059006392,370103.439911431550284
"KEN",13,2009,73.99676462679543432,38104.786491684941505
"KEN",14,2009,1752.22907448741872454,449133.270446636670778
"KEN",15,2009,31.84858494642053998,17357.927968521782364
"KEN",16,2009,36.30831579071624458,18480.87389208092983
"KEN",17,2009,137.24536755318646852,46034.18856407009435
"KEN",18,2009,211.89734231076249624,44539.587736115389817
"KEN",19,2009,1355.61485708722593632,567234.75990072990445
"KEN",20,2009,668.68263902315090923,370750.362145504812575
"KEN",21,2009,2701.53488255942377815,818338.375525634650361
"KEN",22,2009,61.29704976477325028,20985.77478158122872
"KEN",23,2009,135.16893539840611931,39746.499526111470960
"KEN",25,2009,0.1536955087999132,50.77321722066835
"KEN",26,2009,96.93385646417266708,65400.073508982674292
"KEN",27,2009,58.2275809266334626,16766.60004584879045
"KEN",28,2009,69.84226885394795049,25136.490673526916984
"KEN",29,2009,89.69407813696944244,42443.61222366064508
"KEN",30,2009,5.38396814596259173,2156.005360945929443
"KEN",31,2009,1058.91572920142198699,575348.588494785467383
"KEN",32,2009,600.60270359926302818,345865.379784531914444
"KEN",33,2009,2611.70099080402393736,1220743.228066137657750
"KEN",34,2009,63.69598301277314985,39311.42526332180732
"KEN",35,2009,110.00957332710677240,58269.045613776291085
"KEN",36,2009,89.08468292266798018,43798.889550651034388
"KEN",37,2009,17.53623354902096239,7086.052600467779076
"KEN",38,2009,168.71082085861859989,49761.986509687156396
"KEN",39,2009,9.37072592370334202,2402.648842611906764
"KEN",40,2009,1460.44322611194462629,490959.114498846675995
"KEN",41,2009,29.69538674444370635,6858.45734178021978
"KEN",42,2009,232.29213749271993352,156287.560382710526874
"KEN",43,2009,25.75250490699624924,4868.532874580725791
"KEN",44,2009,342.80216277753840608,183655.36733562493702
"KEN",45,2009,24.77196612589423006,11510.66310636867201
"KEN",47,2009,431.24699465650040285,184198.65196687523015
"KEN",1,2010,570.75313381690358750,389202.95075756687650
"KEN",2,2010,303.01687161948875317,180065.80562869525542
"KEN",3,2010,211.54572327250471152,107794.999309210597135
"KEN",4,2010,200.0948866447538625,45007.450092153487158
"KEN",5,2010,283.84774530325987121,176423.485177110698058
"KEN",6,2010,76.46610418505190999,27304.52012888937993
"KEN",7,2010,17.61104075260905033,4407.85887867779163
"KEN",8,2010,75.08235128672109440,8682.938909748185186
"KEN",9,2010,0.46157145761255901,142.063963890221327
"KEN",10,2010,16.22299673335659371,6368.59219974988678
"KEN",11,2010,189.24850893474455357,78973.91116306854941
"KEN",12,2010,281.71771723382499282,181931.698773755609484
"KEN",13,2010,180.60677947712119443,99221.007034615951864
"KEN",14,2010,2816.29477548334137317,789523.643718891198911
"KEN",15,2010,55.08185017724390056,32041.560002581899925
"KEN",16,2010,46.00095292087113083,22399.417258201645515
"KEN",17,2010,243.87181817609650415,87459.067932973366546
"KEN",18,2010,49.60687149812345670,11252.75422896671350
"KEN",19,2010,1557.10369113150095652,706044.73387498270894
"KEN",20,2010,649.52768790432807415,342426.88990579673333
"KEN",21,2010,1126.29890796194438140,357903.413771514807865
"KEN",22,2010,89.45057501269129142,36149.164976823046123
"KEN",23,2010,179.61516742451770226,87864.331088636979795
"KEN",25,2010,0.61491088869398334,197.81421557879007
"KEN",26,2010,126.32166762925203370,59434.211556165715864
"KEN",27,2010,34.38327145289269168,11215.228777846097991
"KEN",28,2010,42.59368529693481789,17497.194599858975643
"KEN",29,2010,133.61795678027608407,71269.043006748964558
"KEN",30,2010,29.45783079683626728,15384.69877729371143
"KEN",31,2010,1522.95545789466185033,903900.346156402298494
"KEN",32,2010,261.87424335298747933,154968.18403839971533
"KEN",33,2010,8129.31884250782120703,4413585.18545900150168
"KEN",34,2010,114.69838252022218055,75811.89411813328412
"KEN",35,2010,763.99911934896943587,452325.967430663935238
"KEN",36,2010,290.79575709937471996,164802.219050767854754
"KEN",37,2010,9.15278481626308929,4314.17604682650262
"KEN",38,2010,121.32106247114965340,30793.978687791254274
"KEN",39,2010,63.37253410747548558,22064.048563363837780
"KEN",40,2010,1113.67364615078614423,357987.196957366886024
"KEN",41,2010,76.16122322787888149,40739.31913567589688
"KEN",42,2010,128.06844321059913320,80162.13984466455765
"KEN",43,2010,6.68778025222866614,1681.38107137942731
"KEN",44,2010,154.39943414515618184,93412.337138951861154
"KEN",45,2010,24.38729282730397602,13488.17923379187595
"KEN",47,2010,325.6270066387218605,154425.3085381287062
"KEN",1,2011,982.71470322588880664,596063.532893999617360
"KEN",2,2011,341.32808247059641226,204607.20713936441765
"KEN",3,2011,245.15620858875048653,163827.76866391065900
"KEN",4,2011,29.07936121639401104,8466.378173322853463
"KEN",5,2011,919.94025395719412442,529141.076284332757522
"KEN",6,2011,329.94010556714807016,99692.96887714449062
"KEN",7,2011,40.68238380639708616,10183.37436868699413
"KEN",8,2011,18.309105054103358,3930.2355056755372
"KEN",10,2011,95.41397712273644739,33563.35052965347107
"KEN",11,2011,42.23467675900266682,18359.761784533612116
"KEN",12,2011,891.54731427386174081,504471.28213297330968
"KEN",13,2011,92.53304156969470261,47133.073416301345345
"KEN",14,2011,534.40563614597330816,155911.836702218402763
"KEN",15,2011,36.92596509704961756,18716.671863240968768
"KEN",16,2011,4.23085234319291897,2071.79085591002733
"KEN",17,2011,47.08191105623490580,16728.50725474649887
"KEN",18,2011,73.0653119453455830,15987.35720884780123
"KEN",19,2011,601.27517293997164323,270606.625512767605021
"KEN",20,2011,1727.03258665886728110,839937.925347350382934
"KEN",21,2011,947.92067555233223268,281782.739367069201274
"KEN",22,2011,231.20990785439323747,81470.186232714286513
"KEN",23,2011,152.85098896597719390,49986.02600498196406
"KEN",25,2011,4.38055719550509984,1512.91230654307689
"KEN",26,2011,145.32380291789249151,67600.117453519846422
"KEN",27,2011,10.38430616388068077,2948.18853530749938
"KEN",28,2011,115.430130940760175,43488.36381062777143
"KEN",29,2011,92.54059876175139794,44704.400771246145589
"KEN",30,2011,23.91985152074279523,15461.553931630169145
"KEN",31,2011,2081.09520341513013121,1180085.542684727549196
"KEN",32,2011,385.88748288979895743,229154.481262173969524
"KEN",33,2011,2822.08237070682999483,1344527.08385752704541
"KEN",34,2011,61.54210450980293613,46350.51487612028283
"KEN",35,2011,651.21733899351152222,339698.923053456409940
"KEN",36,2011,311.87625376533687378,173009.094088448496088
"KEN",37,2011,74.60625846064130072,27358.670939348032575
"KEN",38,2011,376.96523175564481535,127570.925067566163958
"KEN",39,2011,17.43439598589613101,5205.380021880695806
"KEN",40,2011,311.51391204561031026,101355.513082400335881
"KEN",41,2011,58.77508129212293342,17795.940761959000266
"KEN",42,2011,212.52481238169821153,143588.57176351477206
"KEN",43,2011,17.605755995915463,4113.4506920354989
"KEN",44,2011,465.58170912456112650,250605.78605754204123
"KEN",45,2011,10.30881777917943669,7251.33356076463152
"KEN",46,2011,0.07682867496541342,9.450021978062015
"KEN",47,2011,663.80623807284471163,327314.73573963278558
"KEN",1,2012,896.93869306616552615,634761.559733554948823
"KEN",2,2012,737.27321342701184775,446557.700478507234487
"KEN",3,2012,639.85847784142746553,345075.77819087436479
"KEN",4,2012,123.16296345435145511,41325.17889515250585
"KEN",5,2012,840.61321656977489682,529120.04000093928476
"KEN",6,2012,61.46545191036644819,29148.098745212315513
